task_id,tag,position,layer,top1_token,top1_prob,top2_token,top2_prob,top3_token,top3_prob,top4_token,top4_prob,top5_token,top5_prob
19,SingleAgent,4,29,tackle,0.906,让我们,0.027,lets,0.027,okay,0.017,let,0.013
19,SingleAgent,4,30,okay,0.996,Alright,0.002,Alright,0.001,alright,0.001,Okay,0.0
19,SingleAgent,4,31,let,1.0,Let,0.0,Let,0.0,lets,0.0,let,0.0
19,SingleAgent,4,32,let,1.0,Let,0.0,Let,0.0,let,0.0,lets,0.0
19,SingleAgent,4,33,let,1.0,let,0.0,Let,0.0,"""",0.0,!,0.0
19,SingleAgent,4,34,let,1.0,let,0.0,#,0.0,"""",0.0,!,0.0
19,SingleAgent,4,35,let,1.0,so,0.0,#,0.0,"""",0.0,!,0.0
19,SingleAgent,4,36,let,1.0,so,0.0,#,0.0,"""",0.0,!,0.0
19,SingleAgent,5,0,崇拜,0.0,纵,0.0,alien,0.0,式,0.0,©,0.0
19,SingleAgent,5,1,entious,0.0,tery,0.0,的前提,0.0,ting,0.0,ten,0.0
19,SingleAgent,5,2,entious,0.0,的前提,0.0,dangling,0.0,ting,0.0,tery,0.0
19,SingleAgent,5,3,entious,0.0,ting,0.0,dangling,0.0,cdn,0.0,ten,0.0
19,SingleAgent,5,4,ting,0.0,entious,0.0,zman,0.0,собой,0.0,自如,0.0
19,SingleAgent,5,5,然是,0.0,ting,0.0,mate,0.0,entious,0.0,rec,0.0
19,SingleAgent,5,6,然是,0.0,s,0.0,ting,0.0,此前,0.0,mate,0.0
19,SingleAgent,5,7,然是,0.0,ting,0.0,ten,0.0,s,0.0,此前,0.0
19,SingleAgent,5,8,然是,0.001,s,0.0,了几,0.0,是因为,0.0,ten,0.0
19,SingleAgent,5,9,然是,0.0,s,0.0,在,0.0,始,0.0,te,0.0
19,SingleAgent,5,10,然是,0.0,s,0.0,te,0.0,tery,0.0,Huck,0.0
19,SingleAgent,5,11,然是,0.002,rec,0.0,伊,0.0,分析,0.0,s,0.0
19,SingleAgent,5,12,然是,0.002,s,0.0,rec,0.0,Analy,0.0,ions,0.0
19,SingleAgent,5,13,然是,0.006,s,0.001,brew,0.0,ions,0.0,rec,0.0
19,SingleAgent,5,14,然是,0.004,s,0.001,itia,0.001,Analy,0.0,iming,0.0
19,SingleAgent,5,15,然是,0.007,s,0.002,Analy,0.001,rec,0.001,iming,0.0
19,SingleAgent,5,16,然是,0.012,Analy,0.001,Prior,0.001,itia,0.001,sburg,0.001
19,SingleAgent,5,17,然是,0.014,Prior,0.001,edor,0.001,两名,0.001,witter,0.001
19,SingleAgent,5,18,然是,0.031,Analy,0.002,witter,0.001,贲,0.001,hest,0.001
19,SingleAgent,5,19,然是,0.12,witter,0.003,Analy,0.002,scenario,0.002,身处,0.002
19,SingleAgent,5,20,然是,0.777,Analy,0.002,ronics,0.002,witter,0.001,有两种,0.001
19,SingleAgent,5,21,然是,0.793,ronics,0.009,有两种,0.009,witter,0.004,riba,0.003
19,SingleAgent,5,22,然是,0.977,まずは,0.001,witter,0.0,首先,0.0,ronics,0.0
19,SingleAgent,5,23,然是,0.969,麽,0.001,ient,0.001,inox,0.001,itudes,0.001
19,SingleAgent,5,24,然是,0.941,まずは,0.006,tings,0.004,hec,0.003,rec,0.002
19,SingleAgent,5,25,'s,0.73,tings,0.127,然是,0.099,まずは,0.012,rec,0.009
19,SingleAgent,5,26,'s,0.539,tings,0.289,itia,0.083,まずは,0.057,tery,0.008
19,SingleAgent,5,27,tings,1.0,itia,0.001,ting,0.0,'s,0.0,tery,0.0
19,SingleAgent,5,28,tings,0.918,tered,0.059,咱们,0.01,itia,0.005,咱,0.004
19,SingleAgent,5,29,让我们,0.98,tackle,0.018,咱们,0.001,咱,0.0,us,0.0
19,SingleAgent,5,30,me,1.0,tackle,0.0,us,0.0,咱们,0.0,'s,0.0
19,SingleAgent,5,31,tackle,1.0,me,0.002,咱们,0.0,tackling,0.0,咱,0.0
19,SingleAgent,5,32,'s,1.0,me,0.0,’s,0.0,´s,0.0,’S,0.0
19,SingleAgent,5,33,me,1.0,'s,0.0,’s,0.0,tackle,0.0,мне,0.0
19,SingleAgent,5,34,'s,1.0,me,0.0,’s,0.0,"""",0.0,!,0.0
19,SingleAgent,5,35,'s,1.0,me,0.0,#,0.0,"""",0.0,!,0.0
19,SingleAgent,5,36,'s,1.0,me,0.0,#,0.0,"""",0.0,!,0.0
19,SingleAgent,6,0,cloudy,0.0,ToList,0.0,prise,0.0,REP,0.0,lags,0.0
19,SingleAgent,6,1,ryn,0.0,eded,0.0,creens,0.0,planes,0.0,ры,0.0
19,SingleAgent,6,2,imposs,0.0,ryn,0.0,ancer,0.0,creens,0.0,eded,0.0
19,SingleAgent,6,3,imposs,0.0,ancer,0.0,ryn,0.0,ukes,0.0,分工,0.0
19,SingleAgent,6,4,ryn,0.0,ancer,0.0,ukes,0.0,ourced,0.0,另一半,0.0
19,SingleAgent,6,5,abe,0.0,nya,0.0,ukes,0.0,quot,0.0,*,0.0
19,SingleAgent,6,6,s,0.0,abe,0.0,nya,0.0,cale,0.0,orry,0.0
19,SingleAgent,6,7,cape,0.001,abe,0.001,s,0.0,orry,0.0,cale,0.0
19,SingleAgent,6,8,cape,0.001,s,0.001,ن,0.001,cale,0.0,orry,0.0
19,SingleAgent,6,9,cape,0.001,ن,0.001,开始,0.001,清楚,0.001,聊聊,0.001
19,SingleAgent,6,10,分工,0.001,清楚,0.001,题目,0.001,ن,0.001,s,0.001
19,SingleAgent,6,11,assume,0.001,开始,0.001,谈谈,0.001,题目,0.001,scenario,0.001
19,SingleAgent,6,12,题目,0.001,cape,0.001,assume,0.001,介绍一下,0.001,看一下,0.001
19,SingleAgent,6,13,题目,0.002,cape,0.001,ن,0.001,nya,0.001,scenario,0.001
19,SingleAgent,6,14,题目,0.002,nya,0.001,scenario,0.001,cape,0.001,hest,0.001
19,SingleAgent,6,15,分工,0.001,题目,0.001,nya,0.001,scenario,0.001,cerpt,0.001
19,SingleAgent,6,16,首先,0.003,scenario,0.001,分工,0.001,cape,0.001,题目,0.001
19,SingleAgent,6,17,首先,0.01,题目,0.002,回顾,0.002,考察,0.002,开始,0.002
19,SingleAgent,6,18,首先,0.011,开始,0.004,回顾,0.004,考察,0.003,介绍一下,0.003
19,SingleAgent,6,19,首先,0.031,介绍一下,0.008,开始,0.008,Begin,0.007,Analy,0.005
19,SingleAgent,6,20,首先,0.063,开始,0.027,介绍一下,0.015,堡,0.013,Begin,0.013
19,SingleAgent,6,21,首先,0.085,gerald,0.038,Begin,0.031,开始,0.027,堡,0.023
19,SingleAgent,6,22,tackle,0.24,首先,0.088,开始,0.039,Begin,0.019,我对,0.014
19,SingleAgent,6,23,tackle,0.762,ync,0.024,开始,0.011,answer,0.01,analyze,0.008
19,SingleAgent,6,24,tackle,0.93,开始,0.025,Begin,0.025,begin,0.002,一步一步,0.002
19,SingleAgent,6,25,tackle,1.0,开始,0.001,analyze,0.0,tackling,0.0,Begin,0.0
19,SingleAgent,6,26,tackle,1.0,开始,0.001,这个问题,0.0,solve,0.0,tackling,0.0
19,SingleAgent,6,27,tackle,1.0,tackling,0.0,这个问题,0.0,solve,0.0,开始,0.0
19,SingleAgent,6,28,tackle,1.0,tackling,0.0,try,0.0,solve,0.0,这个问题,0.0
19,SingleAgent,6,29,tackle,1.0,tackling,0.0,tackles,0.0,tackled,0.0,solve,0.0
19,SingleAgent,6,30,tackle,1.0,tackling,0.0,tackles,0.0,tackled,0.0,attempt,0.0
19,SingleAgent,6,31,tackle,1.0,tackling,0.0,tackles,0.0,try,0.0,tackled,0.0
19,SingleAgent,6,32,tackle,1.0,tackling,0.0,try,0.0,tackles,0.0,tackled,0.0
19,SingleAgent,6,33,tackle,1.0,try,0.0,tackling,0.0,tackles,0.0,tackled,0.0
19,SingleAgent,6,34,tackle,1.0,try,0.0,tackling,0.0,tackles,0.0,!,0.0
19,SingleAgent,6,35,tackle,1.0,try,0.0,tackling,0.0,"""",0.0,!,0.0
19,SingleAgent,6,36,tackle,1.0,try,0.0,see,0.0,"""",0.0,!,0.0
19,SingleAgent,7,0,一手,0.0,asti,0.0,metic,0.0,千方百计,0.0,fv,0.0
19,SingleAgent,7,1,掩饰,0.0,概括,0.0,贯彻落实,0.0,dent,0.0,得好,0.0
19,SingleAgent,7,2,贯彻落实,0.0,概括,0.0,Panasonic,0.0,掩饰,0.0,核实,0.0
19,SingleAgent,7,3,得好,0.0,贯彻落实,0.0,Panasonic,0.0,gamb,0.0,partial,0.0
19,SingleAgent,7,4,得好,0.0,贯彻落实,0.0,了一下,0.0,名额,0.0,一下,0.0
19,SingleAgent,7,5,得好,0.0,了一下,0.0,一下,0.0,和完善,0.0,出来的,0.0
19,SingleAgent,7,6,了一下,0.0,out,0.0,得好,0.0,一下,0.0,-ahead,0.0
19,SingleAgent,7,7,out,0.001,了一下,0.001,一下,0.001,揣,0.0,得好,0.0
19,SingleAgent,7,8,了一下,0.001,一下,0.001,了一个,0.001,out,0.001,lah,0.001
19,SingleAgent,7,9,一下,0.004,了一下,0.002,out,0.002,unsuccessfully,0.002,过的,0.001
19,SingleAgent,7,10,unsuccessfully,0.005,了一下,0.003,一下,0.002,out,0.002,得好,0.001
19,SingleAgent,7,11,onomy,0.004,一下,0.003,了一下,0.003,unsuccessfully,0.002,out,0.002
19,SingleAgent,7,12,了一下,0.005,一下,0.004,ぜ,0.002,unsuccessfully,0.002,onomy,0.002
19,SingleAgent,7,13,了一下,0.004,一下,0.003,吧,0.003,honestly,0.002,kowski,0.001
19,SingleAgent,7,14,�建,0.004,了一下,0.003,honestly,0.003,desk,0.002,吧,0.002
19,SingleAgent,7,15,了一下,0.004,honestly,0.003,desk,0.002,onomy,0.002,investigative,0.001
19,SingleAgent,7,16,onomy,0.005,omas,0.003,了一下,0.003,omatic,0.003,"""C",0.002
19,SingleAgent,7,17,omatic,0.004,onomy,0.003,innov,0.003,摸索,0.002,desk,0.002
19,SingleAgent,7,18,_quiz,0.012,desk,0.007,吧,0.006,这场比赛,0.006,omatic,0.005
19,SingleAgent,7,19,anch,0.017,myself,0.015,_quiz,0.013,有点,0.007,desk,0.007
19,SingleAgent,7,20,gerald,0.015,这场比赛,0.014,desk,0.012,opia,0.012,tery,0.01
19,SingleAgent,7,21,gerald,0.076,desk,0.028,holm,0.028,ocz,0.023,opia,0.022
19,SingleAgent,7,22,opia,0.111,ぜ,0.098,myself,0.06,hee,0.046,tery,0.026
19,SingleAgent,7,23,ぜ,0.247,myself,0.117,题主,0.062,оформ,0.043,摸索,0.03
19,SingleAgent,7,24,这款车,0.256,まとめ,0.155,题主,0.083,ぜ,0.039,Zub,0.035
19,SingleAgent,7,25,_this,0.424,这款车,0.122,this,0.095,题主,0.045,摸索,0.031
19,SingleAgent,7,26,solving,0.891,_this,0.057,解决,0.021,这场比赛,0.021,这款车,0.002
19,SingleAgent,7,27,solving,0.988,figuring,0.009,tackling,0.001,这场比赛,0.001,解决,0.0
19,SingleAgent,7,28,solving,0.621,figuring,0.375,tackle,0.002,tackling,0.001,to,0.001
19,SingleAgent,7,29,tackle,0.953,tackling,0.047,solving,0.0,tackled,0.0,解决,0.0
19,SingleAgent,7,30,tackle,0.969,solving,0.029,tackling,0.002,解决,0.0,solve,0.0
19,SingleAgent,7,31,tackle,0.969,tackling,0.029,solving,0.0,figuring,0.0,解决,0.0
19,SingleAgent,7,32,solving,1.0,tackle,0.0,tackling,0.0,解决,0.0,solve,0.0
19,SingleAgent,7,33,to,0.73,tackle,0.268,tackling,0.002,solving,0.0,working,0.0
19,SingleAgent,7,34,to,1.0,tackle,0.0,tackling,0.0,solving,0.0,working,0.0
19,SingleAgent,7,35,to,1.0,tackle,0.0,tackling,0.0,"""",0.0,!,0.0
19,SingleAgent,7,36,to,1.0,#,0.0,!,0.0,$,0.0,"""",0.0
19,SingleAgent,8,0,/from,0.0,目前为止,0.0,plevel,0.0,gether,0.0,/by,0.0
19,SingleAgent,8,1,揳,0.0,unsuccessfully,0.0,ARGV,0.0,成为一名,0.0,dent,0.0
19,SingleAgent,8,2,成为一名,0.0,揳,0.0,核实,0.0,ARGV,0.0,icens,0.0
19,SingleAgent,8,3,成为一名,0.0,名列,0.0,揳,0.0,核实,0.0,.arg,0.0
19,SingleAgent,8,4,成为一名,0.0,名列,0.0,揳,0.0,一直处于,0.0,点头,0.0
19,SingleAgent,8,5,成为一名,0.0,라는,0.0,名列,0.0,完成,0.0,一直处于,0.0
19,SingleAgent,8,6,完成,0.0,라는,0.0,成为一名,0.0,找出,0.0,挤,0.0
19,SingleAgent,8,7,找出,0.001,pur,0.0,gether,0.0,understand,0.0,完成,0.0
19,SingleAgent,8,8,找出,0.001,pur,0.001,完成,0.0,gether,0.0,一下,0.0
19,SingleAgent,8,9,understand,0.001,了解一下,0.001,完成,0.001,gether,0.001,介绍一下,0.001
19,SingleAgent,8,10,understand,0.001,完成,0.001,算是,0.001,赶上,0.001,unsuccessfully,0.001
19,SingleAgent,8,11,看出,0.001,介绍一下,0.001,吧,0.001,算是,0.001,完成,0.001
19,SingleAgent,8,12,看出,0.002,算是,0.001,介绍一下,0.001,谈谈,0.001,了解一下,0.001
19,SingleAgent,8,13,算是,0.002,elucid,0.002,找出,0.001,谈谈,0.001,介绍一下,0.001
19,SingleAgent,8,14,了解一下,0.002,完成,0.002,找出,0.002,elucid,0.001,understand,0.001
19,SingleAgent,8,15,找出,0.004,了解一下,0.003,elucid,0.002,介绍一下,0.001,分析,0.001
19,SingleAgent,8,16,介绍一下,0.003,找出,0.003,了解一下,0.002,elucid,0.001,有两种,0.001
19,SingleAgent,8,17,了解一下,0.007,介绍一下,0.006,找出,0.003,answer,0.002,understand,0.001
19,SingleAgent,8,18,了解一下,0.019,介绍一下,0.011,understanding,0.004,今回の,0.003,answer,0.003
19,SingleAgent,8,19,了解一下,0.054,介绍一下,0.014,answer,0.008,今回の,0.006,understanding,0.005
19,SingleAgent,8,20,了解一下,0.195,answer,0.043,介绍一下,0.016,这两个,0.01,understand,0.01
19,SingleAgent,8,21,answer,0.171,了解一下,0.161,解答,0.026,answers,0.021,understand,0.021
19,SingleAgent,8,22,answer,0.393,understand,0.105,了解一下,0.064,解答,0.03,找出,0.025
19,SingleAgent,8,23,answer,0.75,understand,0.042,这个问题,0.031,解答,0.026,solve,0.019
19,SingleAgent,8,24,answer,0.688,understand,0.252,解答,0.039,solve,0.013,理解和,0.002
19,SingleAgent,8,25,answer,0.973,解答,0.014,solve,0.011,understand,0.0,这个问题,0.0
19,SingleAgent,8,26,answer,0.566,solve,0.268,解答,0.163,solving,0.001,这个问题,0.0
19,SingleAgent,8,27,solve,0.961,解答,0.023,answer,0.018,解决,0.0,solving,0.0
19,SingleAgent,8,28,solve,1.0,answer,0.0,解答,0.0,解决,0.0,solving,0.0
19,SingleAgent,8,29,tackle,0.492,solve,0.492,解决,0.015,解答,0.0,solving,0.0
19,SingleAgent,8,30,solve,0.98,tackle,0.018,解决,0.001,solving,0.0,解答,0.0
19,SingleAgent,8,31,tackle,0.992,solve,0.007,solving,0.0,解决,0.0,解答,0.0
19,SingleAgent,8,32,solve,1.0,tackle,0.0,solving,0.0,解决,0.0,solve,0.0
19,SingleAgent,8,33,solve,0.5,tackle,0.5,figure,0.0,solving,0.0,solve,0.0
19,SingleAgent,8,34,figure,0.996,solve,0.002,tackle,0.0,figure,0.0,solve,0.0
19,SingleAgent,8,35,figure,1.0,solve,0.0,tackle,0.0,work,0.0,figure,0.0
19,SingleAgent,8,36,figure,1.0,solve,0.0,tackle,0.0,work,0.0,!,0.0
19,SingleAgent,9,0,坚硬,0.0,妥善,0.0,失去了,0.0,清水,0.0,Bottom,0.0
19,SingleAgent,9,1,pend,0.0,pendant,0.0,/reset,0.0,ged,0.0,ging,0.0
19,SingleAgent,9,2,pend,0.0,/reset,0.0,一下,0.0,/disc,0.0,我省,0.0
19,SingleAgent,9,3,/reset,0.0,pend,0.0,我省,0.0,一下,0.0,好转,0.0
19,SingleAgent,9,4,我省,0.0,一下,0.0,/reset,0.0,不了,0.0,attached,0.0
19,SingleAgent,9,5,/reset,0.0,娅,0.0,naire,0.0,gang,0.0,上传,0.0
19,SingleAgent,9,6,得很,0.001,出来,0.0,出来的,0.0,*[,0.0,out,0.0
19,SingleAgent,9,7,一下,0.001,得很,0.001,out,0.001,出来,0.001,pend,0.001
19,SingleAgent,9,8,一下,0.001,naire,0.001,得很,0.001,找出,0.001,出台,0.001
19,SingleAgent,9,9,一下,0.002,ème,0.002,出台,0.001,/setup,0.001,han,0.001
19,SingleAgent,9,10,清楚,0.002,不清,0.002,出了,0.002,一下,0.002,onacci,0.002
19,SingleAgent,9,11,不清,0.003,/mock,0.002,onacci,0.002,/disc,0.002,一下,0.001
19,SingleAgent,9,12,/mock,0.003,onacci,0.002,/control,0.002,naire,0.002,清楚,0.002
19,SingleAgent,9,13,/mock,0.004,onacci,0.003,/control,0.003,enance,0.002,/im,0.002
19,SingleAgent,9,14,/mock,0.006,leine,0.006,此类,0.003,pter,0.003,/disc,0.003
19,SingleAgent,9,15,/mock,0.01,leine,0.007,onacci,0.004,enance,0.004,pter,0.003
19,SingleAgent,9,16,onacci,0.009,/mock,0.009,eway,0.004,leine,0.004,今回の,0.004
19,SingleAgent,9,17,/mock,0.011,onacci,0.005,这个问题,0.005,今回の,0.005,uate,0.004
19,SingleAgent,9,18,今回の,0.022,这个问题,0.014,/mock,0.008,leton,0.007,这次,0.006
19,SingleAgent,9,19,今回の,0.048,这个问题,0.033,这套,0.014,/mock,0.011,why,0.009
19,SingleAgent,9,20,今回の,0.098,这套,0.034,这个问题,0.028,/mock,0.016,/problem,0.016
19,SingleAgent,9,21,今回の,0.174,这套,0.105,这个问题,0.072,/problem,0.034,/find,0.015
19,SingleAgent,9,22,这个问题,0.243,今回の,0.147,这套,0.122,/problem,0.021,这批,0.016
19,SingleAgent,9,23,这个问题,0.527,今回の,0.318,这套,0.063,/problem,0.03,这几,0.011
19,SingleAgent,9,24,这个问题,0.906,this,0.058,out,0.019,这套,0.005,這,0.004
19,SingleAgent,9,25,这个问题,0.992,this,0.005,这套,0.001,这个,0.0,这件事,0.0
19,SingleAgent,9,26,这个问题,0.961,this,0.037,这套,0.0,这件事,0.0,这家,0.0
19,SingleAgent,9,27,out,1.0,-out,0.0,this,0.0,这个问题,0.0,出来,0.0
19,SingleAgent,9,28,out,1.0,这个问题,0.0,this,0.0,-out,0.0,出来,0.0
19,SingleAgent,9,29,这个问题,0.992,out,0.007,this,0.0,这些问题,0.0,-out,0.0
19,SingleAgent,9,30,out,1.0,这个问题,0.0,this,0.0,-out,0.0,出来,0.0
19,SingleAgent,9,31,out,1.0,这个问题,0.0,this,0.0,-out,0.0,出来,0.0
19,SingleAgent,9,32,out,1.0,这个问题,0.0,this,0.0,-out,0.0,出了,0.0
19,SingleAgent,9,33,out,1.0,#,0.0,!,0.0,$,0.0,"""",0.0
19,SingleAgent,9,34,out,1.0,#,0.0,!,0.0,$,0.0,"""",0.0
19,SingleAgent,9,35,out,1.0,this,0.0,#,0.0,"""",0.0,!,0.0
19,SingleAgent,9,36,out,1.0,this,0.0,#,0.0,"""",0.0,!,0.0
19,SingleAgent,10,0,的危害,0.0,发病,0.0,lays,0.0,theros,0.0,poses,0.0
19,SingleAgent,10,1,pend,0.0,助长,0.0,Pendant,0.0,sert,0.0,posición,0.0
19,SingleAgent,10,2,不了,0.0,Adoles,0.0,真相,0.0,助长,0.0,更多信息,0.0
19,SingleAgent,10,3,真相,0.0,了一场,0.0,更多信息,0.0,不了,0.0,并通过,0.0
19,SingleAgent,10,4,了一场,0.0,不了,0.0,了一下,0.0,真相,0.0,并通过,0.0
19,SingleAgent,10,5,并,0.0,了一些,0.0,了一下,0.0,了一场,0.0,不了,0.0
19,SingleAgent,10,6,并,0.001,(?),0.0,了一下,0.0,了一场,0.0,的是,0.0
19,SingleAgent,10,7,并,0.001,了一下,0.001,(?),0.001,并在,0.0,的是,0.0
19,SingleAgent,10,8,并,0.002,了一下,0.001,/read,0.001,lay,0.001,了一场,0.001
19,SingleAgent,10,9,并,0.003,了一下,0.002,了一场,0.001,的是,0.001,lay,0.001
19,SingleAgent,10,10,了一下,0.002,的是,0.002,了一场,0.002,并,0.002,和完善,0.001
19,SingleAgent,10,11,和完善,0.003,whether,0.003,了一下,0.003,why,0.002,什么是,0.002
19,SingleAgent,10,12,了一下,0.004,whether,0.002,这一点,0.002,why,0.002,cómo,0.001
19,SingleAgent,10,13,如何,0.003,whether,0.003,how,0.002,这一点,0.002,/im,0.002
19,SingleAgent,10,14,如何,0.004,这一点,0.003,真相,0.003,how,0.002,成为一名,0.002
19,SingleAgent,10,15,如何,0.003,cómo,0.002,how,0.002,真相,0.002,什么是,0.002
19,SingleAgent,10,16,如何,0.004,why,0.003,how,0.003,cómo,0.003,为什么,0.003
19,SingleAgent,10,17,why,0.005,这场,0.004,为什么,0.003,如何,0.003,whether,0.003
19,SingleAgent,10,18,这场,0.015,这个问题,0.007,why,0.006,今回の,0.005,为什么,0.004
19,SingleAgent,10,19,这个问题,0.036,这场,0.028,今回の,0.016,why,0.01,为什么,0.008
19,SingleAgent,10,20,这两个,0.074,这两种,0.069,这个问题,0.065,这场,0.042,whether,0.016
19,SingleAgent,10,21,这两个,0.199,这个问题,0.188,这两种,0.146,这场,0.047,的答案,0.016
19,SingleAgent,10,22,这两个,0.463,这两种,0.16,这个问题,0.085,how,0.055,whether,0.052
19,SingleAgent,10,23,这个问题,0.672,how,0.247,这两个,0.043,这两种,0.006,这场,0.004
19,SingleAgent,10,24,这个问题,0.59,how,0.404,这两个,0.003,的答案,0.002,answers,0.001
19,SingleAgent,10,25,这个问题,0.988,how,0.007,answer,0.002,这两个,0.001,answers,0.001
19,SingleAgent,10,26,这个问题,1.0,answer,0.0,的答案,0.0,this,0.0,answers,0.0
19,SingleAgent,10,27,这个问题,1.0,answer,0.0,answers,0.0,的答案,0.0,this,0.0
19,SingleAgent,10,28,这个问题,1.0,answer,0.0,this,0.0,how,0.0,的答案,0.0
19,SingleAgent,10,29,这个问题,1.0,answer,0.0,这些问题,0.0,answers,0.0,的答案,0.0
19,SingleAgent,10,30,这个问题,1.0,this,0.0,answer,0.0,这些问题,0.0,solution,0.0
19,SingleAgent,10,31,这个问题,1.0,this,0.002,these,0.0,这个,0.0,this,0.0
19,SingleAgent,10,32,this,1.0,这个问题,0.0,this,0.0,这个,0.0,these,0.0
19,SingleAgent,10,33,this,1.0,这个问题,0.0,this,0.0,these,0.0,這,0.0
19,SingleAgent,10,34,this,1.0,这个问题,0.0,these,0.0,this,0.0,这个,0.0
19,SingleAgent,10,35,this,1.0,the,0.0,these,0.0,这个问题,0.0,pH,0.0
19,SingleAgent,10,36,this,1.0,the,0.0,these,0.0,"""",0.0,!,0.0
19,SingleAgent,11,0,NEG,0.0,/th,0.0,nels,0.0,neg,0.0,_neg,0.0
19,SingleAgent,11,1,/th,0.0,ように,0.0,�,0.0,particular,0.0,aides,0.0
19,SingleAgent,11,2,/th,0.0,�,0.0,为契机,0.0,alc,0.0,particular,0.0
19,SingleAgent,11,3,/th,0.0,为契机,0.0,maintenance,0.0,nego,0.0,nal,0.0
19,SingleAgent,11,4,/th,0.0,alc,0.0,particular,0.0,为契机,0.0,último,0.0
19,SingleAgent,11,5,/th,0.0,alc,0.0,particular,0.0,alone,0.0,último,0.0
19,SingleAgent,11,6,/th,0.001,particular,0.0,alc,0.0,些,0.0,为契机,0.0
19,SingleAgent,11,7,/th,0.002,类型的,0.0,些,0.0,particular,0.0,[assembly,0.0
19,SingleAgent,11,8,/th,0.002,“,0.001,类型的,0.001,些,0.0,坎,0.0
19,SingleAgent,11,9,/th,0.013,“,0.001,局面,0.001,[assembly,0.001,folio,0.001
19,SingleAgent,11,10,/th,0.014,局面,0.002,类型的,0.001,坎,0.001,task,0.001
19,SingleAgent,11,11,/th,0.009,局面,0.002,“,0.001,小小的,0.001,"""",0.001
19,SingleAgent,11,12,/th,0.013,局面,0.002,Coil,0.001,家伙,0.001,“,0.001
19,SingleAgent,11,13,/th,0.013,局面,0.002,“,0.001,hypothetical,0.001,problem,0.001
19,SingleAgent,11,14,/th,0.026,局面,0.003,连连,0.002,hypothetical,0.002,problem,0.001
19,SingleAgent,11,15,/th,0.006,hypothetical,0.003,problem,0.003,scenario,0.002,局面,0.002
19,SingleAgent,11,16,/th,0.006,scenario,0.004,problem,0.003,局面,0.003,hypothetical,0.003
19,SingleAgent,11,17,scenario,0.016,problem,0.01,situation,0.008,局面,0.004,/th,0.004
19,SingleAgent,11,18,problem,0.011,scenario,0.01,situation,0.006,/th,0.004,题,0.004
19,SingleAgent,11,19,problem,0.06,scenario,0.036,situation,0.013,endeavor,0.006,hypothetical,0.005
19,SingleAgent,11,20,problem,0.088,scenario,0.078,situation,0.025,seemingly,0.016,涉及到,0.013
19,SingleAgent,11,21,problem,0.34,scenario,0.097,situation,0.046,задач,0.02,seemingly,0.014
19,SingleAgent,11,22,problem,0.463,scenario,0.11,situation,0.043,seemingly,0.017,two,0.008
19,SingleAgent,11,23,problem,0.922,scenario,0.052,seemingly,0.004,situation,0.002,/th,0.001
19,SingleAgent,11,24,problem,1.0,难题,0.0,seemingly,0.0,exercise,0.0,задач,0.0
19,SingleAgent,11,25,problem,0.961,chemistry,0.037,homework,0.001,难题,0.0,questions,0.0
19,SingleAgent,11,26,problem,1.0,question,0.0,chemistry,0.0,questions,0.0,tricky,0.0
19,SingleAgent,11,27,problem,1.0,chemistry,0.001,question,0.0,questions,0.0,tricky,0.0
19,SingleAgent,11,28,problem,0.992,chemistry,0.007,question,0.0,acidity,0.0,pH,0.0
19,SingleAgent,11,29,problem,1.0,chemistry,0.0,question,0.0,题目,0.0,题,0.0
19,SingleAgent,11,30,chemistry,0.953,problem,0.047,question,0.0,tit,0.0,题,0.0
19,SingleAgent,11,31,chemistry,1.0,problem,0.0,tit,0.0,question,0.0,pH,0.0
19,SingleAgent,11,32,problem,0.879,chemistry,0.119,question,0.0,tit,0.0,题目,0.0
19,SingleAgent,11,33,chemistry,0.977,problem,0.018,pH,0.007,tit,0.0,question,0.0
19,SingleAgent,11,34,problem,1.0,chemistry,0.0,tit,0.0,question,0.0,Tit,0.0
19,SingleAgent,11,35,problem,1.0,pH,0.0,chemistry,0.0,tit,0.0,Tit,0.0
19,SingleAgent,11,36,problem,0.879,pH,0.119,tit,0.001,chemistry,0.0,question,0.0
19,SingleAgent,12,0,rev,0.0,隔,0.0,fw,0.0,诊所,0.0,weg,0.0
19,SingleAgent,12,1,-solving,0.0,atics,0.0,naire,0.0,setters,0.0,anta,0.0
19,SingleAgent,12,2,-solving,0.0,naire,0.0,setters,0.0,starter,0.0,核准,0.0
19,SingleAgent,12,3,naire,0.0,starter,0.0,-solving,0.0,最大限度,0.0,核准,0.0
19,SingleAgent,12,4,-solving,0.0,naire,0.0,核准,0.0,starter,0.0,nel,0.0
19,SingleAgent,12,5,-solving,0.0,naire,0.0,nel,0.0,核准,0.0,assen,0.0
19,SingleAgent,12,6,-solving,0.0,naire,0.0,nel,0.0,arring,0.0,eman,0.0
19,SingleAgent,12,7,naire,0.001,-solving,0.001,nel,0.0,的同时,0.0,/question,0.0
19,SingleAgent,12,8,naire,0.002,-solving,0.001,ön,0.0,folio,0.0,并,0.0
19,SingleAgent,12,9,-solving,0.003,naire,0.001,folio,0.001,olving,0.001,atically,0.001
19,SingleAgent,12,10,-solving,0.004,naire,0.003,atically,0.002,dotyczące,0.001,stellung,0.001
19,SingleAgent,12,11,naire,0.005,-solving,0.005,dotyczące,0.002,atically,0.001,olving,0.001
